primary_title,start_year,runtime_minutes,genres,vote_average,vote_count,Top Cast,Director,popularity,Budget,Revenue
The Algerian,2014,99.0,"Action,Romance,Thriller",4.5,2,"Ben Youcef, Candice Coke, Harry Lennix, Tara Holt, Josh Pence",Giovanni Zelko,0.911,1.0,0
The Aliens,2017,105.0,"Drama,Sci-Fi",7.0,1,"Byron Yee, Stephanie Arcila, Mauricio Zatarain, Anne Marie Scheffler, Castulo Guerra",Byron Yee,1.161,0.0,0
The Amateur Monster Movie,2011,99.0,"Comedy,Horror",4.6,4,"Jozef K. Richards, Chris Ouchie, Samantha Goetz, Steve Golla, Stephen Kimble",Jozef K. Richards,0.714,0.0,0
The Amazing Adventures of the Living Corpse,2012,88.0,"Action,Animation,Fantasy",3.1,8,"Maria Olsen, Lee Perkins, Marshal Hilton, Michael Villar, Ben L. McCain",Justin Paul Ritter,1.551,0.0,0
The Amazing Catfish,2013,89.0,"Comedy,Drama",6.6,21,"Ximena Ayala, Lisa Owen, Sonia Franco, Wendy Guillén, Andrea Baeza",Claudia Sainte-Luce,1.084,1300000.0,0
The Amazing Nina Simone,2015,110.0,"Biography,Documentary,History",7.3,3,"Nina Simone, Eric Burdon, Nikki Giovanni, Marla Glen, Billy Vera",Jeff L. Lieberman,0.6,0.0,0
The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",6.5,10411,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen",Marc Webb,24.391,215000000.0,757930663
The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",6.4,7220,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore",Marc Webb,20.847,200000000.0,708962323
The Ambassador,2010,,Documentary,6.6,25,Mads Brügger,Mads Brügger,1.238,0.0,27503
The American,2010,105.0,"Crime,Drama,Thriller",5.8,690,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen",Anton Corbijn,9.042,20000000.0,67900000
The American Dream,2013,93.0,Drama,5.6,6,,Tad Lumpkin,1.052,0.0,0
The American Meme,2018,98.0,Documentary,6.1,40,"Paris Hilton, Brittany Furlan, Hailey Bieber, Kirill Bichutsky, Dane Cook",Bert Marcus,7.018,0.0,0
The American Scream,2012,91.0,Documentary,7.1,14,"Matthew Brodeur, Victor Bariteau, Manny Souza, Lori Souza, Richard Brodeur",Michael Stephenson,1.352,0.0,0
The American Side,2016,90.0,"Drama,Mystery,Thriller",4.9,24,"Greg Stuhr, Alicja Bachleda-Curuś, Camilla Belle, Matthew Broderick, Robert Forster",Jenna Ricker,2.79,0.0,0
The Amityville Legacy,2016,66.0,Horror,1.7,3,"Mark Popejoy, Julia Farrell, Jennii Caroline, Breana Mitchell, Daniel Joseph Stier",Dustin Ferguson,0.6,0.0,0
The Amityville Murders,2018,97.0,Horror,5.1,17,"John Robinson, Diane Franklin, Paul Ben-Victor, Chelsea Ricketts, Zane Austin",Daniel Farrands,4.387,0.0,0
The Amityville Playhouse,2015,99.0,Horror,2.8,14,"Monèle LeStrat, Linden Baker, Kennie Benoit, Hollie Anne Kornik, Eva Kwok",John R. Walker,2.817,350000.0,0
The Amityville Terror,2016,84.0,Horror,4.3,22,"Nicole Tompkins, Kaiwi Lyman, Kim Nielsen, Amanda Barton, Trevor Stines",Michael Angelo,1.933,500000.0,0
The Anatomy of Monsters,2014,97.0,"Drama,Thriller",10.0,1,"Tabitha Bastien, Jesse Lee Keeter, Conner Marx",Byron C Miller,0.6,10000.0,0
The Angel,2015,,Horror,7.0,92,"Marwan Kenzari, Toby Kebbell, Hannah Ware, Waleed Zuaiter, Maisa Abd Elhadi",Ariel Vromen,10.194,12000000.0,0
The Angels' Share,2012,101.0,"Comedy,Crime,Drama",7.1,243,"Paul Brannigan, Siobhan Reilly, John Henshaw, Gary Maitland, William Ruane",Ken Loach,6.315,0.0,7034007
The Angriest Man in Brooklyn,2014,83.0,"Comedy,Drama",5.6,264,"Robin Williams, Mila Kunis, Peter Dinklage, Melissa Leo, James Earl Jones",Phil Alden Robinson,7.284,0.0,0
The Angry Birds Movie,2016,97.0,"Action,Animation,Comedy",6.0,1851,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader",Clay Kaytis,17.998,73000000.0,349779543
The Anniversary at Shallow Creek,2011,90.0,"Horror,Thriller",5.7,3,,,1.279,0.0,0
The Announcement,2017,94.0,"Comedy,Drama",6.4,8,Magic Johnson,Nelson George,1.454,0.0,0
The Anomaly,2014,97.0,"Action,Sci-Fi,Thriller",4.9,191,"Noel Clarke, Ian Somerhalder, Alexis Knapp, Victoria Broom, Brian Cox",Noel Clarke,6.844,0.0,0
The Anonymous People,2013,88.0,Documentary,3.5,2,,Greg D. Williams,0.6,0.0,0
The Answer,2015,83.0,"Romance,Sci-Fi,Thriller",10.0,1,"Elan Even, Jeff Stanley, Christian A. Bester, John Anthony, Neimah Djourabchi",Wade Wofford,0.918,0.0,0
The Anthropologist,2015,78.0,"Adventure,Comedy,Documentary",10.0,2,"Mary Catherine Bateson, Susan Crate, Margaret Mead, Kathryn Yegorov-Crate",Seth Kramer,0.941,0.0,0
The Apostle Peter: Redemption,2016,89.0,Drama,7.4,11,"John Rhys-Davies, Stephen Baldwin, Bobbie Phillips, Steve Byers, Brittany Bristow",Leif Bristow,1.489,0.0,0
The Apparition,2012,83.0,"Horror,Thriller",4.3,221,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill, Anna Clark",Todd Lincoln,7.714,17000000.0,9627492
The Appearance,2018,111.0,"Horror,Thriller",5.3,15,"Jake Stormoen, Kristian Nairn, Adam Johnson, Michael Flynn, Baylee Self",Kurt Knight,6.965,0.0,0
The Appearing,2014,92.0,"Horror,Mystery,Thriller",3.4,32,"Will Wallace, Don Swayze, Dean Cain, Emily Brooks, Wolfgang Bodison",Daric Gates,2.819,1000000.0,0
The Apple Pushers,2011,71.0,Documentary,6.0,1,Edward Norton,Mary Mazzio,0.666,0.0,0
The Apprentice,2014,,Documentary,10.0,1,"Anton Yelchin, Shane Jacobson, Lou Lou Kearney, Stephen Kearney, Christopher Kirby",Steve Baker,0.6,0.0,0
The Arbalest,2016,73.0,Drama,6.0,3,"Mike Brune, Tallie Medel, Matthew Stanton, Felice Heather Monteith, Jon Briddell",Adam Pinney,0.6,0.0,0
The Arbor,2010,94.0,"Biography,Documentary,Drama",6.7,13,"Christine Bottomley, Manjinder Virk, Natalie Gavin, George Costigan, Monica Dolan",Clio Barnard,1.705,0.0,21268
The Archer,2017,86.0,"Drama,Thriller",5.5,36,"Bailey Noble, Jeanine Mason, Michael Grant Terry, Bill Sage, Dendrie Taylor",Valerie Weiss,2.788,0.0,0
The Architect,2016,95.0,"Comedy,Drama",4.4,18,"Parker Posey, Eric McCormack, James Frain, John Carroll Lynch, Pamela Reed",Jonathan Parker,2.037,0.0,0
The Ardennes,2015,96.0,Drama,7.1,86,"Jeroen Perceval, Veerle Baetens, Kevin Janssens, Eric Godon, Jan Bijvoet",Robin Pront,6.075,2200000.0,1366879
The Argument,2020,,Comedy,6.0,1,"Melvil Poupaud, Deborah Rombaut",Clara Aranovich,0.6,0.0,0
The Armor of Light,2015,88.0,"Documentary,News",3.1,10,"Rob Schenck, Lucy McBath",Abigail Disney,0.65,0.0,0
The Armstrong Lie,2013,124.0,"Biography,Documentary,Sport",7.0,68,"Lance Armstrong, Betsy Andreu, Frankie Andreu, Reed Albergotti, Johan Bruyneel",Alex Gibney,3.01,0.0,383294
The Arrangement,2014,47.0,"Action,Crime,Thriller",5.1,6,"Amanda Schull, Bryan Greenberg, Stephen Root, Kumail Nanjiani, Toby Huss",Kevin Bray,1.154,0.0,0
The Arrested Development Documentary Project,2013,75.0,"Comedy,Documentary",5.8,12,"Mitchell Hurwitz, Will Arnett, Jason Bateman, David Cross, Portia de Rossi",Jeff Smith,1.061,75000.0,0
The Arrival,2014,45.0,Sci-Fi,7.0,4,"Emily Barber, Ciaran Kellgren, Alison Williams, Olivia Head, Emma Osei-Lah",Daniel Montanarini,0.6,0.0,0
The Art of Flight,2011,80.0,"Adventure,Documentary,Sport",8.2,95,"Travis Rice, Nicholas Müller, Mark Landvik, Jake Blauvelt, Pat Moore",Curt Morgan,6.124,0.0,0
The Art of Getting By,2011,83.0,"Drama,Romance",6.5,752,"Freddie Highmore, Emma Roberts, Michael Angarano, Elizabeth Reaser, Alicia Silverstone",Gavin Wiesen,8.695,0.0,1406224
The Art of Love,2011,85.0,"Comedy,Romance",5.7,28,"Emmanuel Mouret, Pascale Arbillot, Ariane Ascaride, Frédérique Bel, François Cluzet",Emmanuel Mouret,4.07,0.0,1435252
The Art of Organized Noize,2016,99.0,"Documentary,Music",7.2,12,"Diddy, André 3000, Big Boi, Ludacris, Future",Quincy Jones III,0.78,0.0,0
The Art of the Precision Rifle,2011,,Documentary,10.0,1,"Chris Costa, Todd Hodnett, Travis Haley",,0.675,0.0,0
The Art of the Steal,2013,90.0,"Comedy,Crime,Thriller",6.2,305,"Kurt Russell, Matt Dillon, Jay Baruchel, Kenneth Welsh, Chris Diamantopoulos",Jonathan Sobol,9.538,0.0,64065
The Artist,2011,100.0,Thriller,7.4,1787,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller",Michel Hazanavicius,10.155,15000000.0,133432856
The Artist and the Model,2012,105.0,Drama,6.2,15,"Jean Rochefort, Aida Folch, Claudia Cardinale, Götz Otto, Chus Lampreave",Fernando Trueba,3.081,0.0,0
The Ascension,2011,93.0,"Drama,Horror",8.0,1,"Raw Leiba, Corbin Bernsen, Natasha Charles Parker, Raine Brown, Vania Mendez",Robert Stock,0.962,0.0,0
The Ashram,2018,85.0,"Drama,Fantasy,Mystery",5.5,10,"Sam Keeley, Melissa Leo, Hera Hilmar, Manoel Orfanaki, Kal Penn",Ben Rekhi,3.245,0.0,0
The Asian Connection,2016,90.0,"Action,Crime,Drama",4.1,28,"Steven Seagal, Pim Bubear, John Edward Lee, Byron Gibson, Michael Jai White",Daniel Zirilli,5.802,2000000.0,0
The Assassin,2015,105.0,"Action,Drama,History",6.4,234,"Shu Qi, Chang Chen, Nikki Hsieh, Sheu Fang-Yi, Ethan Juan",Hou Hsiao-hsien,8.517,15000000.0,11991669
The Assassin's Code,2018,95.0,"Action,Thriller",5.2,13,"Justin Chatwin, Peter Stormare, Mark Thompson, Robin Thomas, Yancy Butler",David A. Armstrong,6.817,1850000.0,0
The Assault,2010,91.0,"Action,History,Thriller",6.6,8,"Makenzie Vega, Khandi Alexander, Gary Weeks, Malik Yoba, Pierson Fodé",Jason Winn,1.4,0.0,0
The Assignment,2016,95.0,"Action,Crime,Thriller",5.0,2,"Linsey Godfrey, Jake Thomas, M. Emmet Walsh, Adam Baldwin, French Stewart",Timothy J. Nelson,0.6,0.0,0
The Asylum,2015,10.0,Documentary,3.5,4,"Jonathan Rosenthal, Adrian Voo, Patrick Edward Wynne, Kathinka van Putten, Bo Linton",Filip Maciejewicz,0.904,0.0,0
The Atomic States of America,2012,95.0,"Documentary,History,News",4.0,1,,Sheena M. Joyce,1.375,0.0,0
The Atoning,2017,89.0,"Drama,Horror,Thriller",4.8,17,"Cannon Bosarge, Michael LaCour, Virginia Newcomb, Dorothy Weems, Sherri Eakin",Michael Williams,2.682,0.0,0
The Attack,2012,102.0,"Drama,Mystery,War",6.5,33,"Ali Suliman, Evgenia Dodena, Reymonde Amsallem, Dvir Benedek, Uri Gavriel",Ziad Doueiri,1.847,0.0,0
The Atticus Institute,2015,83.0,Horror,5.6,183,"William Mapother, Rya Kihlstedt, Sharon Maughan, Anne Betancourt, John Rubinstein",Chris Sparling,7.367,1000000.0,0
The Automatic Hate,2015,97.0,"Comedy,Drama",6.8,11,"Joseph Cross, Adelaide Clemens, Ricky Jay, Deborah Ann Woll, Richard Schiff",Justin Lerner,1.787,0.0,0
The Autopsy of Jane Doe,2016,86.0,"Horror,Mystery,Thriller",6.5,1869,"Emile Hirsch, Brian Cox, Ophelia Lovibond, Olwen Catherine Kelly, Michael McElhatton",André Øvredal,13.61,4000000.0,6170043
The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",7.6,19673,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",Joss Whedon,50.289,220000000.0,1518815515
The Avenue,2012,94.0,"Crime,Documentary",3.0,3,"Cheryl M. Bailey, Louis Ballezzi, Shawn Bittenbender, Phillip G. Carroll Jr., Chloe Hendrickson",Brian Vernick,1.069,42000.0,0
The Awakened,2012,81.0,"Horror,Thriller",5.3,2,"Stephanie Pitts, Nikolas Holmes, Jonathan 'Legacy' Perez, John J Thomassen, Nancy Sayegh",Lou Simon,0.84,0.0,0
The Awakening,2010,,Thriller,6.4,782,"Rebecca Hall, Dominic West, Imelda Staunton, Isaac Hempstead Wright, Lucy Cohu",Nick Murphy,10.73,4798235.0,6879667
The Axe Murders of Villisca,2016,78.0,Horror,4.5,34,"Robert Adamson, Jarrett Sleeper, Alex Frnka, Conchata Ferrell, Jon Gries",Tony E. Valenzuela,5.655,0.0,0
The Axiom,2018,98.0,Horror,5.8,8,"Hattie Smith, Zac Titus, Nicole Dambro, Michael Peter Harrison, Taylor Flowers",Nicholas Woods,5.023,0.0,0
The Aztec Box,2013,113.0,"Horror,Mystery,Thriller",4.0,2,"Cynthia Paredes, Suziey Block",Serge Bronstein,0.6,25000.0,0
The B-Side: Elsa Dorfman's Portrait Photography,2016,76.0,Documentary,7.0,4,"Elsa Dorfman, Errol Morris, Allen Ginsberg, W.H. Auden, Joni Mitchell",Errol Morris,0.686,0.0,0
The BFG,2016,117.0,"Adventure,Family,Fantasy",6.2,1916,"Mark Rylance, Ruby Barnhill, Rebecca Hall, Jemaine Clement, Bill Hader",Steven Spielberg,20.08,140000000.0,195243411
The Babadook,2014,94.0,"Drama,Horror",6.4,3528,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall, Barbara West",Jennifer Kent,11.502,2000000.0,10300000
The Babushkas of Chernobyl,2015,70.0,Documentary,7.8,6,,Holly Morris,1.4,0.0,0
The Baby,2014,58.0,Drama,6.0,1,"Sahar Sotoodeh, Faezeh Bakhtiar",Ali Asgari,0.6,0.0,0
The Babymakers,2012,95.0,Comedy,4.9,76,"Paul Schneider, Olivia Munn, Kevin Heffernan, Wood Harris, Nat Faxon",Jay Chandrasekhar,8.356,0.0,0
The Babymoon,2017,99.0,"Action,Adventure,Comedy",4.8,6,"Julie McNiven, Shaun Sipos, Jessica Camacho, Michael Steger, Michael DeLorenzo",Bailey Kobe,1.542,0.0,0
The Babysitter,2017,85.0,"Comedy,Horror",5.3,4,"Josh Cooke, Brie Larson, John Kapelos, Molly Hagan",David H. Steinberg,0.6,0.0,0
The Babysitters,2014,,Comedy,5.3,125,"John Leguizamo, Katherine Waterston, Cynthia Nixon, Andy Comeau, Denis O'Hare",David Ross,10.71,0.0,44852
The Bacchus Lady,2016,110.0,Drama,7.1,5,"Youn Yuh-jung, Jeon Moo-song, Yoon Kye-sang, An A-zu, Kim Hye-yoon",Lee Je-Yong,0.757,0.0,0
The Bachelors,2017,99.0,"Comedy,Drama",7.0,61,"J.K. Simmons, Josh Wiggins, Julie Delpy, Odeya Rush, Kevin Dunn",Kurt Voelker,6.285,0.0,106212
The Back-up Bride,2011,95.0,Comedy,4.0,2,"Daniel Bonjour, Leena Huff, Jesse Johnson, Jen Lilley, Elizabeth Lawrence",Ana Zins,0.6,0.0,0
The Back-up Plan,2010,104.0,"Comedy,Romance",6.0,806,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson",Alan Poul,15.49,35000000.0,77477008
The Bad Batch,2016,118.0,"Drama,Horror,Romance",5.2,500,"Suki Waterhouse, Jason Momoa, Yolonda Ross, Keanu Reeves, Giovanni Ribisi",Ana Lily Amirpour,12.189,6000000.0,180851
The Bad Education Movie,2015,90.0,Comedy,5.7,76,"Jack Whitehall, Harry Enfield, Mathew Horne, Sarah Solemani, Joanna Scanlan",Elliot Hegarty,5.521,0.0,0
The Bad Guys,2018,90.0,"Comedy,Drama",6.0,1,"Glen Powell, Erik Stocklin, Mekenna Melvin, Paul Iacono, Keith Nobbs",Carlos Rincones,1.816,0.0,0
The Bad Kids,2016,101.0,Documentary,7.5,16,"Ian Buruma, Cai Guoqiang, Wen-You Cai, Wenhao Cai",Keith Fulton,1.96,0.0,0
The Bad Man,2018,106.0,Horror,5.0,4,"Ellie Church, Arthur Cullipher, Jason Crowe, Dave Parker, Alyss Winkler",Scott Schirmer,0.6,0.0,0
The Badger Game,2014,99.0,"Crime,Drama,Thriller",4.2,8,"Augie Duke, Patrick Cronenberg, Jillian Leigh, Sam Boxleitner, Sasha Higgins",Joshua Wagner,0.982,0.0,0
The Bag Man,2014,108.0,"Crime,Drama,Thriller",5.2,181,"John Cusack, Rebecca Da Costa, Robert De Niro, Crispin Glover, Dominic Purcell",David Grovic,7.099,0.0,56574
The Bake Street Hauntings,2011,88.0,Horror,2.0,1,"Michael Rocco, Loren Carstens, Elizabeth Burgalassi, Jerry Horror, Matthew W. Hartmann",Michael Rocco,0.6,25000.0,0
The Ballad of Buster Scruggs,2018,133.0,"Comedy,Drama,Musical",7.2,1604,"Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy, David Krumholtz",Joel Coen,16.787,0.0,0
The Ballad of Genesis and Lady Jaye,2011,65.0,"Biography,Documentary,Music",7.6,5,"Genesis P-Orridge, Lady Jaye Breyer P-Orridge, Bryin Dall, William S. Burroughs, Tony Conrad",Marie Losier,0.84,0.0,0
The Ballad of Jeffrey,2015,75.0,"Comedy,Horror",6.0,1,"Maxwell Medley, Leopold Vincent Medley, Cannon Carr, Evan Sherer, Jake Smith",Leopold Vincent Medley,0.631,200.0,0
The Ballad of Lefty Brown,2017,111.0,"Action,Drama,Western",6.2,71,"Bill Pullman, Peter Fonda, Kathy Baker, Jim Caviezel, Tommy Flanagan",Jared Moshé,5.73,8000000.0,7856
The Ballerina,2017,106.0,"Drama,Horror,Thriller",6.2,11,"Deena Dill, Thomas Mikal Ford, Morgan Cryer, Adella Gautier, Paul Stober",Steve Pullen,4.695,0.0,0
The Bandit,2016,84.0,Documentary,8.0,3,"Hal Needham, Burt Reynolds, Paul Williams",Jesse Moss,0.6,0.0,0
The Bandit Hound,2016,87.0,Comedy,8.0,2,"Catherine Bell, Judd Nelson, Lou Ferrigno, Paul Sorvino, Joe Flanigan",Michelle Danner,0.674,3000000.0,0
The Bang Bang Club,2010,106.0,"Biography,Drama,History",6.8,80,"Malin Åkerman, Ryan Phillippe, Taylor Kitsch, Frank Rautenbach, Neels Van Jaarsveld",Steven Silver,6.512,0.0,0
The Banksy Job,2016,80.0,Documentary,6.0,3,Daniel Nettleton,Ian Roderick Gray,0.6,0.0,0
The Bannen Way,2010,93.0,"Action,Comedy,Crime",4.9,15,,,1.754,,
The Barber,2014,95.0,Thriller,5.9,45,"Scott Glenn, Stephen Tobolowsky, Kristen Hager, Chris Coy, Max Arciniega",Basel Owies,4.153,0.0,0
The Barefoot Artist,2014,83.0,"Biography,Documentary,Family",5.0,1,,Glenn Holsten,0.6,0.0,0
The Barkley Marathons: The Race That Eats Its Young,2014,89.0,"Adventure,Documentary,History",7.8,48,Lazarus Lake,Annika Iltis,2.604,0.0,0
The Barn,2018,90.0,"Crime,Horror,Mystery",4.8,19,"Mitchell Musolino, Will Stout, Lexi Dripps, Cortland Woodard, Nikki Howell",Justin M. Seaman,3.784,0.0,0
The Barrens,2012,94.0,Horror,5.3,55,"Stephen Moyer, Mia Kirshner, Allie MacDonald, Erik Knudsen, Demore Barnes",Darren Lynn Bousman,5.847,0.0,0
The Basement,2014,108.0,Thriller,7.0,1,"Michael Joiner, Debra Ovall, Patrick Vann, Angie Scuderi, Chris Lythgoe",Cynthia L. Leon,0.999,0.0,0
The Bass That Ate Miami: The Foundation,2013,150.0,Documentary,10.0,1,,,0.6,0.0,0
The Bates Haunting,2012,76.0,"Horror,Thriller",3.5,13,"Jean Louise O'Sullivan, Zachary Fletcher, Ryan Dunn, Rocco A. Amato, Randy Bates",Byron Turk,2.023,0.0,0
The Battered Bastards of Baseball,2014,80.0,"Documentary,Sport",7.8,36,"Kurt Russell, Todd Field, Jim Bouton, Lou Russell, Ken Wheeler",Maclain Way,1.905,0.0,0
The Battery,2012,101.0,"Adventure,Drama,Horror",6.3,128,"Jeremy Gardner, Adam Cronheim, Niels Bolle, Alana O'Brien, Jamie Pantanella",Jeremy Gardner,5.757,6000.0,0
The Battle for Marjah,2010,88.0,Documentary,7.3,3,,Anthony Wonke,1.036,0.0,0
The Battle of the Sexes,2013,83.0,"Biography,Documentary,History",7.5,6,"Billie Jean King, Chris Evert, Bobby Riggs, Serena Williams, Maria Sharapova",James Erskine,0.777,0.0,0
The Bay,2012,9.0,"Documentary,History",5.5,341,"Kristen Connolly, Will Rogers, Michael Beasley, Christopher Denham, Kenny Alfonso",Barry Levinson,5.19,2000000.0,1581252
The Baytown Outlaws,2012,98.0,"Action,Comedy,Crime",6.0,162,"Clayne Crawford, Travis Fimmel, Daniel Cudmore, Thomas Brodie-Sangster, Andre Braugher",Barry Battles,8.678,4000000.0,37470
The Beach House,2016,75.0,Drama,6.4,17,"Minka Kelly, Chad Michael Murray, Andie MacDowell, Makenzie Vega, Donna Biscoe",Roger Spottiswoode,4.827,0.0,0
The Beast,2016,70.0,Thriller,8.0,1,Gregory Dayton,Pedro Ultreras,0.6,0.0,0
The Beast Pageant,2010,74.0,"Adventure,Fantasy,Musical",9.0,1,"Jon Moses, Ted Greenway, S. Michael Smith, Holly Foster, Ron Bauerle",Albert Birney,0.878,0.0,0
The Beat Beneath My Feet,2014,91.0,"Comedy,Drama,Family",6.9,20,"Luke Perry, Nicholas Galitzine, Lisa Dillon, Verity Pinter, Simon Lowe",John Williams,1.887,0.0,0
The Beat Hotel,2012,88.0,"Biography,Documentary,History",5.0,1,"Jean-Jacques Lebel, Harold Chapman, Elliot Rudie, Regina Weinreich, Barry Miles",Alan Govenar,0.6,0.0,0
The Beatles: Eight Days a Week - The Touring Years,2016,106.0,"Documentary,Music",7.6,162,"Paul McCartney, Ringo Starr, John Lennon, George Harrison, Larry Kane",Ron Howard,7.236,5.0,12283800
The Beautiful Ones,2017,94.0,"Crime,Drama,Mystery",7.5,2,"Ross McCall, Julie Warner, Fernanda Andrade, Jason Miller, Jessy Schram",Jesse V. Johnson,0.84,0.0,0
The Beautiful Risk,2013,91.0,"Drama,Romance",8.0,2,"Shaun Benson, Éliane Gagnon, Michel Perron, Marc-André Boulanger, Fanny La Croix",Mark Penney,0.659,0.0,0
The Beaver,2011,91.0,Drama,6.3,464,"Mel Gibson, Jodie Foster, Jennifer Lawrence, Anton Yelchin, Zachary Booth",Jodie Foster,7.357,21000000.0,970816
The Before Time,2014,80.0,"Horror,Mystery,Thriller",3.4,4,"Ted Jonas, Jules Hartley, Phillip Andre Botello, Danny Arroyo, Danielle Baker",Miguel Müller,1.254,0.0,0
The Beguiled,2012,,Drama,5.7,1170,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence",Sofia Coppola,10.743,10500000.0,27869129
The Belko Experiment,2016,89.0,"Horror,Thriller",6.1,757,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley, Melonie Diaz",Greg McLean,10.133,5000000.0,10166820
The Bell Witch Haunting,2013,91.0,"Biography,Horror",3.4,27,"Marissa Lynne Johnson, Laura Alexandra Ramos, Cat Alter, Natalie Burtney, Drew Cash",Glenn Miller,2.048,0.0,0
The Bellman Equation,2011,78.0,"Biography,Documentary",7.0,1,,,0.6,0.0,0
The Belly of the Whale,2010,64.0,"Comedy,Drama",6.0,1,"Art Parkinson, Michael Smiley, Lewis MacDougall, Peter Coonan, Pat Shortt",Morgan Bushe,0.714,0.0,0
The Benefactor,2015,93.0,Drama,4.8,159,"Richard Gere, Dakota Fanning, Theo James, Dylan Baker, Cheryl Hines",Andrew Renzi,7.137,0.0,2159380
The Bengali Detective,2011,110.0,Documentary,10.0,1,Rajesh Ji,Philip Cox,0.879,0.0,0
The Berlin File,2013,120.0,"Action,Thriller",6.8,89,"Ha Jung-woo, Han Suk-kyu, Ryoo Seung-bum, Jun Ji-hyun, Lee Kyung-young",Ryoo Seung-wan,6.895,9000000.0,48965210
The Best Democracy Money Can Buy,2016,114.0,Documentary,10.0,1,"Rosario Dawson, Richard Belzer, Shailene Woodley, Robert F. Kennedy Jr., Willie Nelson",David Ambrose,0.6,0.0,0
The Best Exotic Marigold Hotel,2011,124.0,"Comedy,Drama,Romance",6.9,756,"Bill Nighy, Maggie Smith, Tom Wilkinson, Judi Dench, Dev Patel",John Madden,8.665,10000000.0,136800000
The Best Man Holiday,2013,123.0,"Comedy,Drama",6.6,145,"Terrence Howard, Harold Perrineau, Morris Chestnut, Sanaa Lathan, Taye Diggs",Malcolm D. Lee,8.581,17000000.0,71625195
The Best Offer,2013,131.0,"Crime,Drama,Mystery",7.8,1448,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland, Maximilian Dirr",Giuseppe Tornatore,8.029,13500000.0,19255873
The Best Years of Our Lives,2013,,Comedy,7.8,243,"Dana Andrews, Fredric March, Harold Russell, Teresa Wright, Myrna Loy",William Wyler,9.647,2100000.0,23650000
The Best and the Brightest,2010,93.0,Comedy,4.5,11,"Neil Patrick Harris, Bonnie Somerville, Peter Serafinowicz, Bridget Regan, Jenna Stern",Josh Shelov,3.728,0.0,0
The Best of Me,2014,118.0,"Drama,Romance",7.3,1512,"Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato, Gerald McRaney",Michael Hoffman,8.622,26000000.0,35926213
The Bet,2016,88.0,Comedy,6.0,4,"Alex Klein, Brian Allen, Amanda Clayton, Aurelian Smith Jr., Page Falkinburg Jr.",Ryan Ederer,0.757,0.0,0
The Better Angels,2014,95.0,"Biography,Drama,History",6.6,21,"Diane Kruger, Jason Clarke, Brit Marling, Wes Bentley, Braydon Denney",A.J. Edwards,5.817,0.0,70918
The Better Half,2015,93.0,"Comedy,Drama,Family",1.5,2,"Kathleen Rose Perkins, Chris Parnell, Jamie Bamber, Amanda Leighton, Garrett Ryan",Michael Winnick,0.68,0.0,0
The Beyond,2017,103.0,Sci-Fi,5.1,64,"David Bailie, Jane Perry, Kosha Engler, Brian Deacon, Noeleen Comiskey",Hasraf Dulull,5.606,0.0,0
The Bicycle,2015,82.0,"Comedy,Drama,Romance",8.0,1,,Chris McCoy,0.876,0.0,0
The Big Ask,2013,91.0,"Comedy,Drama",4.6,7,"David Krumholtz, Zachary Knighton, Jason Ritter, Melanie Lynskey, Gillian Jacobs",Thomas Beatty,2.794,0.0,0
The Big Bad,2011,78.0,"Drama,Horror,Mystery",1.9,4,"Jessi Gotta, Jessica Savage, timothy mccown reynolds, Patrick Shearer, Alan Rowe Kelly",Bryan Enk,1.601,0.0,0
The Big Bang,2010,101.0,"Action,Mystery,Thriller",5.7,63,"Antonio Banderas, Thomas Kretschmann, Sienna Guillory, William Fichtner, Delroy Lindo",Tony Krantz,6.736,17000000.0,0
The Big Fat Stone,2014,111.0,Drama,4.0,1,"Frank D'Angelo, Robert Loggia, Jennifer Dale, Margot Kidder, Ray Abruzzo",Frank D'Angelo,0.6,0.0,0
The Big Frozen Gumshoe,2018,78.0,"Comedy,Mystery",0.0,1,"Gregg Goldsbury, Braden Bullard, Daniella Mason, Beverly Blanchette, Alan Gerstel",Kat Brady,2.192,6000.0,0
